"","Genus","obj_id","species","speciesMatched","uuid","ifungorum_number","acid_phosphatase","acidPhosphatase_count","alpha_glucosidase","alphaGlucosidase15_count","alphaGlucosidase31_count","alphaMannanase76_count","aminoAcidPermease_count","ammoniumTransporter_count","amylase88_count","ascoma_development","ascoma_type","ascus_dehiscence","auxinResponsivePromoter_count","beta_glucosidase","beta_glucuronidase","beta_xylosidase","betaGlucanSynthase_count","betaGlucosidase1_count","betaXylosidase43_count","blueChannel_mean","blueChannel_sd","cellobiohydrolase","cellobiohydrolase6_count","cellobiohydrolase7_count","chitinase_count","chitosanase8_count","Cohens_d_Cellulose","Cohens_d_Glucose","Cohens_d_Lignin","Cohens_d_Tannin","Cohens_d_Xylan","coldShockProtein_count","colour_mean","confidence_fg","crystalineCellulaseAA9_count","culture_media","culture_notes","dsDNA","elevation","em_expl","em_text","endoglucanase12_count","endoglucanase9_count","extension_rate","fruiting_body_size","fungalLigninPeroxidase_count","glucosidase81_count","glycopeptidase85_count","glycoproteinSynthesis92_count","greenChannel_mean","greenChannel_sd","growth_form_fg","guild_fg","heatShockProtein_count","higher_clade","invertase32_count","latitude","leucine_aminopeptidase","longitude","map","mat","melanin_content","melanin_count","n_acetyl_glucosaminidase","nitrateTransporter_count","notes_fg","peroxidase","phenol_oxidase","phosphateTransporter_count","redChannel_mean","redChannel_sd","RNAHelicase_count","RNApolymerase_count","source_funguild_fg","spore_length","spore_size","spore_width","sporocarp_chitin","sporocarp_N","sporocarp_protein","sporocarp_resp","sterol_type","studyName","substrate","taxonomic_level_fg","tissue_c","tissue_cn","tissue_cp","tissue_n","tissue_np","tissue_p","total_genes","trait_fg","trehalase_count","trophic_mode_fg"
"1283","Phycomyces","Weete_2013_33","Phycomyces_blakesleeanus","Phycomyces blakesleeanus","1cb19a21-36b9-11d5-9548-00d0592d548c",258558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Dung Saprotroph-Undefined Saprotroph",NA,"Zygomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; James TY, et al. 2006. Nature 443:818-822",NA,NA,NA,NA,NA,NA,NA,"Ergosterol/Episterol","Weete_2013",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Saprotroph"
"1284","Phyllobaeis","Schoch_etal_2009_263","Phyllobaeis_erythrella","Phyllobaeis erythrella","190c7599-5071-4153-abc1-d11876aa117e",360410,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Non-poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","Phylloporus","Tedersoo_Smith_2013_106","Phylloporus","Phylloporus sp.","1cb1ca10-36b9-11d5-9548-00d0592d548c",18275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"LD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1286","Phyllosticta","Schoch_etal_2009_142","Guignardia_bidwellii","Phyllosticta ampelicida","1cb18c04-36b9-11d5-9548-00d0592d548c",320312,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microfungus","Plant Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"1287","Physcia","Schoch_etal_2009_265","Physcia_aipolia","Physcia phaea","851edfbe-bba6-400d-abd3-99e1b77e4225",400553,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0.894427190999916,0,-0.894427190999916,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thallus","Lichenized",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"James TY, et al. 2006. Nature 443:818-822",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1288","Physciella","Treseder_etal_2016_47","OTUkt2073","Physciella chloantha","feded6a4-3b7c-4262-b8f7-72cf6a05f1f7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","Picoa","Tedersoo_Smith_2013_107","Picoa","Picoa sp.","d5922b5a-141e-407c-96af-5491fb4fc53a",4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Ectomycorrhizal",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1290","Pilaria","Weete_2013_34","Pilaria_anomala","Pilaria anomala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ergosterol","Weete_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","Piloderma","Zhang_and_Elser_876","Piloderma_olivaceum","Piloderma bicolor","f064b648-13e8-44cd-ac63-cf3cfa8944aa",337037,425.507347131734,22.0000000000001,2.46904250942085,3,3,3,2,6.99999999999999,5,NA,NA,NA,0,208.205370551902,2.51297064785433,10.2337913030286,2,2,2,NA,NA,33.3161806883271,0,1,6.00000000000001,0,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,-0.894427190999916,0,NA,"Highly Probable",1,"MMN",NA,NA,NA,"SD",NA,2,1,NA,NA,1,0,1,5,NA,NA,"Resupinate","Ectomycorrhizal",6.00000000000001,"Basidiomycota",1,NA,0.029824762334321,NA,NA,NA,145.5014501,8,222.224274492225,1,"NULL",1.0035758275,0.242993845572507,0,NA,NA,19,45,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016","",13,44,NA,1104.63,NA,NA,0.1,21583,"NULL",1,"Symbiotroph"
"1292","Piskurozyma","Treseder_etal_2016_899","Cryptococcus_cylindricus","Piskurozyma cylindrica","9383d336-30ab-482e-a7c0-27e3f81ca4db",812208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","Pisolithus","Zhang_and_Elser_882","Pisolithus_tinctorius","Pisolithus arhizus","1cb1d558-36b9-11d5-9548-00d0592d548c",276857,772.212893129575,12,68.2335910722018,2,1,0,0,2.99999999999999,1,NA,NA,NA,19,452.33764651384,41.3533823231312,71.0821457773491,2,4,1,NA,NA,163.78250132636,0,0,6,0,NA,NA,NA,NA,NA,0,NA,"Highly Probable",4,"MMN",NA,NA,1410,"LD",NA,0,1,NA,NA,0,0,1,1,NA,NA,"Gasteroid","Ectomycorrhizal",14,"Basidiomycota",0,33.375,37.400067617615,-116.621,591,12.7,93.16953143,4.99999999999999,2410.39815972694,1,"NULL",0.068856520578593,0.166103353148607,0,NA,NA,18,33,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",13,44,18.33,225.98,2.8,NA,0.63,21064,"NULL",2.99999999999999,"Symbiotroph"
"1294","Pithomyces","Siletti_etal_2017_148","Pithomyces chartarum _","Pithomyces chartarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,"RossMedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","Animal Pathogen",NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,"Likely opportunistic human pathogen (Irinyi et al. 2015)",NA,NA,NA,NA,NA,NA,NA,"Irinyi L, et al. 2015. Medical Mycology 53:313-337",NA,NA,NA,NA,NA,NA,NA,NA,"Siletti_etal_2017",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"1295","Placynthiella","Treseder_etal_2016_1997","Placynthiella_uliginosa","Placynthiella uliginosa","5c09588b-687c-445e-9bca-f8b067a966d3",106372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,0.894427190999916,0.894427190999916,-0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","Plagiostoma","Schoch_etal_2009_87","Cryptodiaporthe_aesculi","Plagiostoma aesculi","1cb18589-36b9-11d5-9548-00d0592d548c",512193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","Plectania","Treseder_etal_2016_2039","Plectania_zugazae","Plectania zugazae","4819f9f0-701a-4490-85fb-7294df705664",489086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19089023002066,1.46059348668044,0.894427190999916,1.46059348668044,1.46059348668044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Pleomassaria","Schoch_etal_2009_267","Pleomassaria_siparia","Pleomassaria siparia","2dfdc074-6718-4f3c-b43a-0b944cb66f61",238646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","Pleopsidium","Schoch_etal_2009_249","Peltula_umbilicata","Pleopsidium gobiense","78d388a3-5b2d-421c-abcf-766ab6aa4fe8",345669,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Rostrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thallus","Lichenized",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"James TY, et al. 2006. Nature 443:818-822",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1300","Pleospora","Schoch_etal_2009_254","Pleospora_herbarum_herbarum","Pleospora herbarum herbarum","424ddaec-bb8c-413c-86ac-e29148d1f37a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascolocular","Ostiolar","Fissitunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","Pleosporales","Mouginot_etal_2014_7","Pleosporales","Pleosporales sp.","1cb1ce7a-36b9-11d5-9548-00d0592d548c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouginot_etal_2014",NA,NA,NA,5.29,81.5,NA,15.4,NA,NA,NA,NA,NA
"1302","Pleurocybella","Zhang_and_Elser_887","Pleurocybella_porrigens","Pleurocybella porrigens","cc352f60-8679-11d5-bebb-00508bca8de8",289763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agaricoid","Undefined Saprotroph",NA,"Basidiomycota",NA,47.833,NA,-123.883,2765,5.5,NA,NA,NA,NA,"Non-Proteinogenic Amino Acid producer",NA,NA,NA,NA,NA,NA,NA,"http://en.wikipedia.org/wiki/List_of_deadly_fungi",NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",20,44,15.51,124.91,3.31,8.05,0.91,NA,"Poisonous",NA,"Saprotroph"
"1303","Pleurophoma","Mouginot_etal_2014_26","Pleurophoma_sp","Pleurophoma sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouginot_etal_2014",NA,NA,NA,6.72,80.9,NA,12,NA,NA,NA,NA,NA
"1304","Pleurostoma","Schoch_etal_2009_272","Pleurostoma_ootheca","Pleurostoma ootheca","79b1fcfd-6118-461a-8baa-eb62f9ae36c6",105702,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Ostiolar","Poricidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","Pleurotus","Zhang_and_Elser_874","Pleurotus_ostreatus","Pleurotus ostreatus","1cb19c12-36b9-11d5-9548-00d0592d548c",174220,23.5986690463665,13,3.77853257582009,3,8,2,1,3,5,NA,NA,NA,0,447.631936934401,12.7349350089481,41.5870173775235,2,5,8,NA,NA,162.861884011243,2,17,11,0,NA,NA,NA,NA,NA,0,NA,"Probable",29,"MMN",NA,NA,970,NA,NA,2,1,NA,NA,9,0,1,6,NA,NA,"Agaricoid","Endophyte-Plant Pathogen-Wood Saprotroph",12,"Basidiomycota",1,-43.167,0.08209925887442,171.75,2008,7.9,26.01963973,4,622.03255307034,0,"Host - Malvaceae; nematode trapper",0.089673978097342,0.364497938766276,1,NA,NA,19,30,"Costa IPMW, et al. 2012. Mycotaxon 119:26; James TY, et al. 2006. Nature 443:818-822; http://www.apsnet.org/publications/commonnames/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,"Zhang_and_Elser","",20,44,16.88,94.9,3.13,15.75,1.2,12330,"White Rot",3,"Pathotroph-Saprotroph"
"1306","Plicaria","Tedersoo_Smith_2013_128","Scabropezia","Plicaria sp.","20a06280-7e07-490d-88c5-9d63c69e6f3f",4254,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascohymenial","Exposed hymenium","Operculate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible",NA,NA,NA,NA,NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cup Fungus","Ectomycorrhizal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (not ECM)",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
"1307","Plicaturopsis","Grigoriev_etal_2014_136","Plicaturopsis_crispa","Plicaturopsis crispa","1cb19c22-36b9-11d5-9548-00d0592d548c",337267,NA,11,NA,5,4,2,1,2,5.99999999999999,NA,NA,NA,0,NA,NA,NA,2,4,3,NA,NA,NA,2,1,7.99999999999999,0,NA,NA,NA,NA,NA,0,NA,NA,9.00000000000001,NA,NA,NA,NA,NA,NA,2,2,NA,NA,6.99999999999999,0,1,5,NA,NA,NA,NA,9.00000000000001,"Basidiomycota",0,NA,NA,NA,NA,NA,NA,7.99999999999999,NA,0,NA,NA,NA,0,NA,NA,18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grigoriev_etal_2014",NA,NA,NA,NA,NA,NA,NA,NA,13626,NA,1,NA
"1308","Pluteus","Zhang_and_Elser_930","Pleurotus_sp.","Pluteus readii","1cb1c263-36b9-11d5-9548-00d0592d548c",114780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probable",NA,NA,NA,NA,160,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA,NA,NA,"Agaricoid","Leaf Saprotroph-Wood Saprotroph",NA,"Basidiomycota",NA,47.833,NA,-123.883,2765,5.5,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127",6.8,166.253083227972,5.5,11,3.9,33,15,NA,"Zhang_and_Elser","",20,44,13.65,122.12,3.76,8.94,0.93,NA,"NULL",NA,"Saprotroph"
"1309","Pneumocystis","Schoch_etal_2009_274","Pneumocystis_carinii","Pneumocystis carinii","1cb1b66b-36b9-11d5-9548-00d0592d548c",446182,NA,1,NA,0,1,1,0,0,0,"Absent","Absent",NA,0,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,"Highly Probable",0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,1,0,0,NA,NA,"NULL","Animal Pathogen",0,"Ascomycota",2,NA,NA,NA,NA,NA,NA,0,NA,0,"Opportunistic human pathogen",NA,NA,0,NA,NA,17,25,"Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904",NA,NA,NA,NA,NA,NA,NA,NA,"Schoch_etal_2009",NA,20,NA,NA,NA,NA,NA,NA,3520,"NULL",1,"Pathotroph"
"1310","Podosphaera","Weete_2013_91","Podosphaera_leutotrichia","Podosphaera leutotrichia","1cb1a4ea-36b9-11d5-9548-00d0592d548c",464561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ergosta-5","Weete_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","Podospora","Schoch_etal_2009_275","Podospora_anserina","Podospora pauciseta","1cb1cfd0-36b9-11d5-9548-00d0592d548c",121083,NA,10,NA,3,5,9,1,4,0,"Ascohymenial","Ostiolar","Poricidal",0,NA,NA,NA,1,1,10,NA,NA,NA,4,6,18,0,0.894427190999916,NA,0.894427190999916,NA,NA,0,NA,NA,31,NA,NA,NA,NA,NA,NA,2,0,NA,NA,1,1,0,2,NA,NA,NA,NA,5,"Ascomycota",0,NA,NA,NA,NA,NA,NA,18,NA,2,NA,NA,NA,2,NA,NA,18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,10588,NA,2,NA
"1312","Polycauliona","Treseder_etal_2016_2046","Polycauliona_sp_33_UA_2013","Polycauliona sp 33 UA 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","Polyporoletus","Tedersoo_Smith_2013_110","Polyporoletus","Polyporoletus sp.","64a0d51b-f774-4dc6-8857-6cef0d901f65",18333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highly Probable",NA,NA,NA,NA,NA,"MD","Smooth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyporoid","Ectomycorrhizal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html",NA,NA,NA,NA,NA,NA,NA,NA,"Tedersoo_Smith_2013",NA,13,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Symbiotroph"
